City,Avg_Severity,Accident_Count,Severe_Accidents_Pct
Pomfret Center,3.018867924528302,106,52.83018867924528
Kathleen,2.98,100,51.0
Cedartown,2.942857142857143,105,49.523809523809526
Ellijay,2.8944954128440368,218,46.330275229357795
Elberton,2.85,100,43.0
Jewett City,2.7958115183246073,191,42.93193717277487
Franklin,2.794736842105263,190,40.0
Temple,2.7745664739884393,346,58.95953757225434
Leesburg,2.7606837606837606,117,41.02564102564102
West Point,2.73972602739726,219,55.25114155251142
